756,346
574,43
249,653
1238,763
522,280
569,240
1213,611
487,710
200,751
1280,414
729,215
616,673
403,260
228,551
820,582
584,115
432,434
900,10
1160,747
888,803
815,575
624,390
1026,542
1260,887
1205,834
410,458
1020,87
780,413
850,275
1009,240
721,295
1272,744
569,448
846,719
706,792
1007,554
676,886
586,719
1190,688
452,520
200,56
1190,206
738,884
267,103
28,701
626,53
629,603
88,425
842,856
1294,455
602,508
1059,257
460,495
492,771
1183,354
1255,340
142,527
1210,808
716,689
301,240
944,72
264,518
422,406
910,803
979,442
544,387
400,215
616,744
222,822
805,1
13,144
897,560
309,7
753,631
604,117
872,427
681,647
1235,240
1061,856
1190,654
766,387
35,801
378,287
879,198
569,206
490,312
1168,764
730,21
551,24
599,610
512,653
366,449
88,201
92,271
865,730
632,740
631,219
1240,115
1123,274
328,373
574,821
678,740
1242,626
1235,438
612,352
679,610
959,554
813,80
721,158
448,10
1252,658
433,589
185,786
1245,599
880,292
28,483
301,871
167,224
903,450
651,452
416,201
1022,374
562,54
1170,408
281,225
410,10
1141,12
884,551
1043,343
510,603
519,236
887,857
1143,74
132,774
550,296
724,315
1143,261
378,719
1175,236
788,519
1124,705
139,172
413,591
242,16
341,669
706,264
594,241
3,224
773,221
879,444
291,474
271,4
378,679
1089,813
522,775
1179,360
965,215
855,876
855,781
624,778
847,341
1185,802
328,821
877,81
186,180
1284,623
676,606
562,772
1022,337
30,116
216,337
749,362
847,777
363,57
900,829
984,521
949,658
74,469
463,553
791,105
125,802
331,390
1232,128
848,365
907,260
478,595
321,367
1109,578
999,655
201,242
1072,649
865,388
1094,163
1241,828
187,274
366,520
569,446
94,488
652,184
425,730
26,600
828,579
502,403
463,117
447,513
633,658
932,271
425,544
298,471
634,456
788,614
700,560
1213,487
741,672
200,838
509,455
782,751
264,205
33,348
1307,879
525,546
348,718
845,878
1268,682
313,221
1042,408
479,21
687,14
587,561
984,175
1238,679
623,14
937,449
760,126
979,890
28,53
321,460
862,884
1026,38
441,856
72,679
606,840
592,429
986,262
223,696
472,155
577,406
422,854
882,360
750,488
572,515
1135,268
604,663
888,406
773,506
567,886
1184,591
480,43
1131,164
724,402
512,578
201,204
1289,684
455,876
1136,851
52,81
1044,204
589,295
741,890
1072,469
341,225
1089,60
572,96
1260,24
1307,676
1034,774
721,151
681,240
1004,204
880,877
1076,383
363,420
396,623
706,117
378,215
1215,857
1236,469
1007,667
232,707
1289,282
167,74
651,222
831,873
497,814
773,388
85,127
629,647
1006,68
736,544
1109,354
1063,444
522,614
512,792
818,373
487,185
589,151
415,662
514,714
1078,707
1242,763
806,299
1079,409
954,759
1205,844
52,59
569,672
741,479
939,829
455,389
1051,207
182,603
1273,130
813,814
858,30
234,63
1218,740
110,835
1274,303
915,687
679,284
729,7
1210,70
1151,408
580,21
856,751
933,350
711,564
580,873
748,47
1044,690
587,225
602,109
490,582
356,759
328,536
649,316
977,367
745,663
987,890
517,16
1252,236
446,376
73,679
708,508
1148,694
1307,749
1053,66
288,333
197,236
984,73
221,50
258,259
62,824
1061,815
1171,620
801,455
364,303
1210,86
431,198
561,532
358,512
1166,739
1216,488
793,16
706,663
447,829
922,220
422,259
1217,532
1228,379
400,803
708,507
80,682
962,877
787,744
162,694
733,112
628,182
1233,183
1158,491
16,455
1233,260
135,236
385,865
705,262
863,65
783,540
1228,96
303,284
581,887
77,634
962,718
552,207
15,599
1066,458
1222,469
594,242
97,487
100,86
798,241
879,450
515,274
780,669
80,73
1178,551
1022,333
1206,434
159,486
251,260
316,102
624,480
1121,430
445,730
562,346
1061,711
271,130
452,374
1170,486
199,876
1261,632
552,687
888,259
1001,679
85,240
745,567
74,201
537,316
224,463
261,295
487,261
1268,352
582,763
946,591
232,187
706,439
1135,873
144,739
522,71
597,477
693,802
798,792
1225,336
326,623
1126,316

fold along x=655
fold along y=447
fold along x=327
fold along y=223
fold along x=163
fold along y=111
fold along x=81
fold along y=55
fold along x=40
fold along y=27
fold along y=13
fold along y=6

